,Group,Type,Area,Neighborhood,count,prob,mean_dist
0,DRpre,A,A/RL/AL,A,14,0.14583333333333334,0.1956195338141289
1,DRpre,A,A/RL/AL,M,59,0.6145833333333334,0.5445866524118758
2,DRpre,A,A/RL/AL,V,23,0.23958333333333334,0.2597938137739954
3,DRpre,A,AM/PM,A,2,0.16666666666666666,0.109004043664839
4,DRpre,A,AM/PM,M,5,0.4166666666666667,0.4284641449768319
5,DRpre,A,AM/PM,V,5,0.4166666666666667,0.46253181135832916
6,DRpre,A,LM,A,10,0.4,0.35380999528075086
7,DRpre,A,LM,M,5,0.2,0.25120378531609683
8,DRpre,A,LM,V,10,0.4,0.3949862194031523
9,DRpre,A,V1,A,31,0.22142857142857142,0.20694984780201553
10,DRpre,A,V1,M,49,0.35,0.3564955379733001
11,DRpre,A,V1,V,60,0.42857142857142855,0.43655461422468433
12,DRpre,M,A/RL/AL,A,43,0.18067226890756302,0.20278768646750736
13,DRpre,M,A/RL/AL,M,140,0.5882352941176471,0.541904298737128
14,DRpre,M,A/RL/AL,V,55,0.23109243697478993,0.2553080147953646
15,DRpre,M,AM/PM,A,8,0.1702127659574468,0.12312902818413662
16,DRpre,M,AM/PM,M,24,0.5106382978723404,0.47923261520372157
17,DRpre,M,AM/PM,V,15,0.3191489361702128,0.39763835661214186
18,DRpre,M,LM,A,6,0.46153846153846156,0.4035235243496714
19,DRpre,M,LM,M,5,0.38461538461538464,0.3076747497336416
20,DRpre,M,LM,V,2,0.15384615384615385,0.288801725916687
21,DRpre,M,V1,A,50,0.16181229773462782,0.18380538987938658
22,DRpre,M,V1,M,133,0.43042071197411,0.4186558148411277
23,DRpre,M,V1,V,126,0.4077669902912621,0.39753879527948566
24,DRpre,V,A/RL/AL,A,18,0.16822429906542055,0.22543127990394105
25,DRpre,V,A/RL/AL,M,68,0.6355140186915887,0.5514557139268418
26,DRpre,V,A/RL/AL,V,21,0.19626168224299065,0.22311300616921714
27,DRpre,V,AM/PM,A,3,0.07894736842105263,0.1341821260676832
28,DRpre,V,AM/PM,M,24,0.631578947368421,0.50795662636922
29,DRpre,V,AM/PM,V,11,0.2894736842105263,0.35786124756309673
30,DRpre,V,LM,A,11,0.6111111111111112,0.5062882228340074
31,DRpre,V,LM,M,3,0.16666666666666666,0.25735441704442263
32,DRpre,V,LM,V,4,0.2222222222222222,0.23635736012156996
33,DRpre,V,V1,A,53,0.17041800643086816,0.19291875935678543
34,DRpre,V,V1,M,124,0.3987138263665595,0.38529453727665736
35,DRpre,V,V1,V,134,0.43086816720257237,0.42178670336655727
36,DRpre,A,A/RL/AL,A,21,0.21649484536082475,0.2686121259578152
37,DRpre,A,A/RL/AL,M,51,0.5257731958762887,0.4618368929989282
38,DRpre,A,A/RL/AL,V,25,0.25773195876288657,0.26955098104325664
39,DRpre,A,AM/PM,A,0,0.0,0.13574423576394673
40,DRpre,A,AM/PM,M,4,0.3076923076923077,0.2950881466643877
41,DRpre,A,AM/PM,V,9,0.6923076923076923,0.5691676175716656
42,DRpre,A,LM,A,12,0.48,0.37879830175838636
43,DRpre,A,LM,M,9,0.36,0.4143313560741563
