,Group,Type,Neighborhood,count,prob,mean_dist
0,NRpre,A,A,123,0.23563218390804597,0.2541172577458141
1,NRpre,A,M,148,0.2835249042145594,0.31107220721243745
2,NRpre,A,V,251,0.48084291187739464,0.43481053504174855
3,NRpre,M,A,146,0.22955974842767296,0.24847098739426687
4,NRpre,M,M,171,0.2688679245283019,0.28547854382029036
5,NRpre,M,V,319,0.5015723270440252,0.4660504687854428
6,NRpre,V,A,207,0.19827586206896552,0.21808395233838418
7,NRpre,V,M,273,0.2614942528735632,0.2912335335691793
8,NRpre,V,V,564,0.5402298850574713,0.4906825140924366
9,NRpre,A,A,144,0.27586206896551724,0.27832898589947364
10,NRpre,A,M,119,0.22796934865900384,0.27578726679343646
11,NRpre,A,V,259,0.49616858237547895,0.4458837473070899
12,NRpre,M,A,139,0.21855345911949686,0.2398911696290099
13,NRpre,M,M,180,0.2830188679245283,0.2927293134458101
14,NRpre,M,V,317,0.49842767295597484,0.4673795169251799
15,NRpre,V,A,185,0.1772030651340996,0.2167606209800079
16,NRpre,V,M,283,0.2710727969348659,0.2825854498048752
17,NRpre,V,V,576,0.5517241379310345,0.5006539292151169
18,NRpre,A,A,175,0.33524904214559387,0.3082377549033833
19,NRpre,A,M,124,0.23754789272030652,0.2711888484936757
20,NRpre,A,V,223,0.4272030651340996,0.420573396602941
21,NRpre,M,A,123,0.19339622641509435,0.22511254718580492
22,NRpre,M,M,180,0.2830188679245283,0.29017320142442604
23,NRpre,M,V,333,0.5235849056603774,0.48471425138976904
24,NRpre,V,A,212,0.20306513409961685,0.22110665936851562
25,NRpre,V,M,278,0.2662835249042146,0.28829592002170823
26,NRpre,V,V,554,0.5306513409961686,0.4905974206097762
27,NRpre,A,A,137,0.2624521072796935,0.27037594655168756
28,NRpre,A,M,145,0.2777777777777778,0.2951632323280792
29,NRpre,A,V,240,0.45977011494252873,0.43446082112023326
30,NRpre,M,A,136,0.2138364779874214,0.23525428924138006
31,NRpre,M,M,182,0.2861635220125786,0.2861780080404758
32,NRpre,M,V,318,0.5,0.47856770271814414
33,NRpre,V,A,204,0.19540229885057472,0.21709347467637916
34,NRpre,V,M,264,0.25287356321839083,0.2893955079224796
35,NRpre,V,V,576,0.5517241379310345,0.4935110174011412
36,NRpre,A,A,135,0.25862068965517243,0.2875000766261465
37,NRpre,A,M,152,0.29118773946360155,0.29043457089551405
38,NRpre,A,V,235,0.4501915708812261,0.42206535247833943
39,NRpre,M,A,150,0.2358490566037736,0.24377797967299528
40,NRpre,M,M,154,0.24213836477987422,0.28066375964427026
41,NRpre,M,V,332,0.5220125786163522,0.47555826068273443
42,NRpre,V,A,203,0.19444444444444445,0.21633042682533943
43,NRpre,V,M,279,0.2672413793103448,0.28402411407906564
44,NRpre,V,V,562,0.5383141762452107,0.49964545909559493
45,NRpre,A,A,157,0.3007662835249042,0.2928965744056909
46,NRpre,A,M,129,0.2471264367816092,0.2690654536166447
47,NRpre,A,V,236,0.4521072796934866,0.4380379719776644
48,NRpre,M,A,120,0.18867924528301888,0.21675422910662082
49,NRpre,M,M,186,0.29245283018867924,0.2963254922943827
50,NRpre,M,V,330,0.5188679245283019,0.4869202785989965
51,NRpre,V,A,214,0.2049808429118774,0.22341338621965476
52,NRpre,V,M,287,0.27490421455938696,0.29063212634862445
53,NRpre,V,V,543,0.5201149425287356,0.4859544874317208
54,NRpre,A,A,166,0.31800766283524906,0.3042833327008925
55,NRpre,A,M,121,0.23180076628352492,0.2659067783154367
56,NRpre,A,V,235,0.4501915708812261,0.4298098889836709
57,NRpre,M,A,145,0.2279874213836478,0.23735215356091427
58,NRpre,M,M,177,0.2783018867924528,0.3044461247298561
59,NRpre,M,V,314,0.4937106918238994,0.45820172170922957
60,NRpre,V,A,194,0.18582375478927204,0.20958847876893064
61,NRpre,V,M,269,0.25766283524904215,0.2788911382484546
62,NRpre,V,V,581,0.5565134099616859,0.5115203829826148
63,NRpre,A,A,131,0.2509578544061303,0.2662234296361787
64,NRpre,A,M,137,0.2624521072796935,0.2925776034315002
65,NRpre,A,V,254,0.48659003831417624,0.44119896693232113
66,NRpre,M,A,136,0.2138364779874214,0.23442704008131884
67,NRpre,M,M,176,0.27672955974842767,0.2919269089830417
68,NRpre,M,V,324,0.5094339622641509,0.47364605093563944
69,NRpre,V,A,200,0.19157088122605365,0.2219193002907345
