,Group,Type,NeighborTYPE,count,prob,mean_dist
0,NRpre,A,A,158,0.30268199233716475,46.17068390050178
1,NRpre,A,M,160,0.3065134099616858,44.11282473059044
2,NRpre,A,V,204,0.39080459770114945,36.70912821372879
3,NRpre,M,A,155,0.24371069182389937,46.81823605905207
4,NRpre,M,M,188,0.29559748427672955,42.61400479407762
5,NRpre,M,V,293,0.4606918238993711,33.130203215889516
6,NRpre,V,A,221,0.21168582375478928,50.539814503591444
7,NRpre,V,M,311,0.2978927203065134,43.37817399171979
8,NRpre,V,V,512,0.4904214559386973,33.51764940301902
9,NRpre,A,A,137,0.2624521072796935,47.31714829695346
10,NRpre,A,M,153,0.29310344827586204,42.83083018929354
11,NRpre,A,V,232,0.4444444444444444,35.66689044124975
12,NRpre,M,A,159,0.25,47.39472408236955
13,NRpre,M,M,187,0.2940251572327044,43.34060930530238
14,NRpre,M,V,290,0.4559748427672956,34.181944820549745
15,NRpre,V,A,223,0.2136015325670498,49.61945626798306
16,NRpre,V,M,295,0.2825670498084291,41.46338947464157
17,NRpre,V,V,526,0.5038314176245211,32.8662610301893
18,NRpre,A,A,131,0.2509578544061303,46.731893982622786
19,NRpre,A,M,154,0.2950191570881226,44.03372630946939
20,NRpre,A,V,237,0.4540229885057471,35.444232370573225
21,NRpre,M,A,165,0.25943396226415094,50.59860599512715
22,NRpre,M,M,179,0.28144654088050314,42.85949343659165
23,NRpre,M,V,292,0.4591194968553459,34.57524810018343
24,NRpre,V,A,252,0.2413793103448276,49.53136430689868
25,NRpre,V,M,303,0.29022988505747127,41.78869881634907
26,NRpre,V,V,489,0.46839080459770116,33.72364433122765
27,NRpre,A,A,141,0.27011494252873564,46.73603750950013
28,NRpre,A,M,151,0.289272030651341,43.767828629209234
29,NRpre,A,V,230,0.44061302681992337,39.02781503438404
30,NRpre,M,A,133,0.20911949685534592,49.19992891903831
31,NRpre,M,M,174,0.27358490566037735,43.24763267701087
32,NRpre,M,V,329,0.5172955974842768,33.610018872114
33,NRpre,V,A,228,0.21839080459770116,49.57753700536544
34,NRpre,V,M,310,0.29693486590038315,41.31729795388776
35,NRpre,V,V,506,0.4846743295019157,33.10588426282005
36,NRpre,A,A,127,0.24329501915708812,48.04070233951279
37,NRpre,A,M,161,0.30842911877394635,44.15360305406343
38,NRpre,A,V,234,0.4482758620689655,35.90947773351264
39,NRpre,M,A,154,0.24213836477987422,46.461088796027155
40,NRpre,M,M,185,0.2908805031446541,41.44398846598856
41,NRpre,M,V,297,0.4669811320754717,33.08970460609473
42,NRpre,V,A,228,0.21839080459770116,47.21631508557006
43,NRpre,V,M,300,0.28735632183908044,43.45425897886261
44,NRpre,V,V,516,0.4942528735632184,33.16271891785963
45,NRpre,A,A,131,0.2509578544061303,46.942238770260204
46,NRpre,A,M,161,0.30842911877394635,43.324635405784704
47,NRpre,A,V,230,0.44061302681992337,37.456156272402644
48,NRpre,M,A,160,0.25157232704402516,47.60639950887101
49,NRpre,M,M,187,0.2940251572327044,43.50343569535289
50,NRpre,M,V,289,0.45440251572327045,34.91431857360558
51,NRpre,V,A,239,0.2289272030651341,49.21275202444599
52,NRpre,V,M,302,0.289272030651341,42.443294457701306
53,NRpre,V,V,503,0.4818007662835249,33.45978494956882
54,NRpre,A,A,147,0.28160919540229884,47.29594141238049
55,NRpre,A,M,146,0.2796934865900383,44.297336374472934
56,NRpre,A,V,229,0.4386973180076628,38.52809438526096
57,NRpre,M,A,156,0.24528301886792453,47.35970077594891
58,NRpre,M,M,180,0.2830188679245283,41.751698048633166
59,NRpre,M,V,300,0.4716981132075472,32.78485044760705
60,NRpre,V,A,232,0.2222222222222222,50.3025658985879
61,NRpre,V,M,310,0.29693486590038315,41.61635549711191
62,NRpre,V,V,502,0.48084291187739464,32.59069246191513
63,NRpre,A,A,159,0.3045977011494253,45.095968005774246
64,NRpre,A,M,141,0.27011494252873564,47.2445110578927
65,NRpre,A,V,222,0.42528735632183906,35.87206517931462
66,NRpre,M,A,136,0.2138364779874214,48.99715628932352
67,NRpre,M,M,200,0.31446540880503143,41.62234759721335
68,NRpre,M,V,300,0.4716981132075472,32.5462919851218
69,NRpre,V,A,202,0.19348659003831417,50.5277545822706
70,NRpre,V,M,315,0.3017241379310345,45.44079174116843
71,NRpre,V,V,527,0.5047892720306514,33.594384986581204
72,NRpre,A,A,159,0.3045977011494253,46.693929199113974
73,NRpre,A,M,143,0.2739463601532567,47.241128198419965
74,NRpre,A,V,220,0.421455938697318,38.19163033803864
75,NRpre,M,A,145,0.2279874213836478,48.006587885007924
76,NRpre,M,M,200,0.31446540880503143,41.88176519803634
77,NRpre,M,V,291,0.45754716981132076,33.68080990011222
78,NRpre,V,A,213,0.20402298850574713,49.12644984413906
79,NRpre,V,M,303,0.29022988505747127,42.81896076705795
80,NRpre,V,V,528,0.5057471264367817,32.99492897737473
81,NRpre,A,A,157,0.3007662835249042,46.00408104656989
82,NRpre,A,M,138,0.26436781609195403,43.033067972111155
83,NRpre,A,V,227,0.43486590038314177,36.88848723596027
84,NRpre,M,A,151,0.23742138364779874,47.863185725566005
85,NRpre,M,M,194,0.3050314465408805,43.113158784681055
86,NRpre,M,V,291,0.45754716981132076,34.21161457442907
87,NRpre,V,A,244,0.23371647509578544,50.031682337280664
88,NRpre,V,M,287,0.27490421455938696,43.19123086977912
89,NRpre,V,V,513,0.49137931034482757,32.73499788685068
90,NRpre,A,A,135,0.25862068965517243,46.1957315166485
91,NRpre,A,M,136,0.26053639846743293,44.57848764691835
92,NRpre,A,V,251,0.48084291187739464,37.38617189075923
93,NRpre,M,A,139,0.21855345911949686,51.32420461472848
94,NRpre,M,M,172,0.27044025157232704,43.83039752649559
95,NRpre,M,V,325,0.5110062893081762,33.25448366511356
96,NRpre,V,A,239,0.2289272030651341,47.454415992121994
97,NRpre,V,M,303,0.29022988505747127,42.728324662743034
98,NRpre,V,V,502,0.48084291187739464,31.854674103849757
99,NRpre,A,A,133,0.2547892720306513,47.13139025731385
100,NRpre,A,M,154,0.2950191570881226,41.93189748521744
101,NRpre,A,V,235,0.4501915708812261,35.578659276362046
102,NRpre,M,A,155,0.24371069182389937,48.70294475013758
103,NRpre,M,M,179,0.28144654088050314,42.565977979620136
104,NRpre,M,V,302,0.4748427672955975,32.94525738145957
105,NRpre,V,A,233,0.2231800766283525,48.65531445104656
106,NRpre,V,M,302,0.289272030651341,41.20137261825882
107,NRpre,V,V,509,0.4875478927203065,34.22646542508921
108,NRpre,A,A,130,0.24904214559386972,45.94350503901978
109,NRpre,A,M,149,0.28544061302681994,43.14649794326217
110,NRpre,A,V,243,0.46551724137931033,35.3847576766016
111,NRpre,M,A,153,0.24056603773584906,47.31689131950579
112,NRpre,M,M,183,0.28773584905660377,44.22912669127659
113,NRpre,M,V,300,0.4716981132075472,34.85020566351864
114,NRpre,V,A,246,0.23563218390804597,48.43777517560423
115,NRpre,V,M,293,0.28065134099616856,43.01868185918042
116,NRpre,V,V,505,0.4837164750957854,33.281121690945106
117,NRpre,A,A,148,0.2835249042145594,45.75918438823357
118,NRpre,A,M,142,0.2720306513409962,42.85752231916847
119,NRpre,A,V,232,0.4444444444444444,36.40330400743171
120,NRpre,M,A,141,0.22169811320754718,49.93758833574094
121,NRpre,M,M,187,0.2940251572327044,44.56576480989045
122,NRpre,M,V,308,0.48427672955974843,33.38713469536293
123,NRpre,V,A,216,0.20689655172413793,48.39614177164507
124,NRpre,V,M,308,0.2950191570881226,41.35238984294083
125,NRpre,V,V,520,0.49808429118773945,33.01116252957899
126,NRpre,A,A,162,0.3103448275862069,46.57493117872426
127,NRpre,A,M,154,0.2950191570881226,44.15077314912164
128,NRpre,A,V,206,0.3946360153256705,37.91821259560597
129,NRpre,M,A,163,0.2562893081761006,47.247867777126544
