,Group,Type,Neighborhood,count,prob,mean_dist
0,DRpre,A,A,48,0.1708185053380783,0.21596227459926437
1,DRpre,A,M,140,0.498220640569395,0.4455740054141351
2,DRpre,A,V,93,0.3309608540925267,0.33846371998660046
3,DRpre,M,A,90,0.14308426073131955,0.20400278927275978
4,DRpre,M,M,358,0.5691573926868044,0.47901714497006986
5,DRpre,M,V,181,0.287758346581876,0.3169800657571703
6,DRpre,V,A,68,0.14468085106382977,0.19943766433497537
7,DRpre,V,M,214,0.4553191489361702,0.4216971476706914
8,DRpre,V,V,188,0.4,0.3788651879943332
9,DRpre,A,A,61,0.21708185053380782,0.23114871402358744
10,DRpre,A,M,132,0.4697508896797153,0.4336135371480184
11,DRpre,A,V,88,0.31316725978647686,0.33523774882839413
12,DRpre,M,A,94,0.1494435612082671,0.1952415147623744
13,DRpre,M,M,334,0.5310015898251192,0.4810909196002327
14,DRpre,M,V,201,0.3195548489666137,0.3236675656373929
15,DRpre,V,A,71,0.15106382978723404,0.20006273574868413
16,DRpre,V,M,225,0.4787234042553192,0.43099197763117747
17,DRpre,V,V,174,0.3702127659574468,0.36894528662013837
18,DRpre,A,A,54,0.19217081850533807,0.22410196597270726
19,DRpre,A,M,145,0.5160142348754448,0.448474508558219
20,DRpre,A,V,82,0.2918149466192171,0.3274235254690737
21,DRpre,M,A,91,0.14467408585055644,0.19008404856773814
22,DRpre,M,M,346,0.5500794912559619,0.4866914466487467
23,DRpre,M,V,192,0.3052464228934817,0.32322450478351517
24,DRpre,V,A,77,0.16382978723404254,0.20606342210087197
25,DRpre,V,M,214,0.4553191489361702,0.4126970831931427
26,DRpre,V,V,179,0.38085106382978723,0.3812394947059854
27,DRpre,A,A,68,0.24199288256227758,0.25615528530440573
28,DRpre,A,M,123,0.4377224199288256,0.42464598576343465
29,DRpre,A,V,90,0.3202846975088968,0.31919872893215967
30,DRpre,M,A,83,0.13195548489666137,0.1891805032939381
31,DRpre,M,M,332,0.5278219395866455,0.4654997198679527
32,DRpre,M,V,214,0.34022257551669316,0.3453197768381092
33,DRpre,V,A,74,0.1574468085106383,0.20432572179886258
34,DRpre,V,M,240,0.5106382978723404,0.44990892283060413
35,DRpre,V,V,156,0.33191489361702126,0.34576535537053327
36,DRpre,A,A,60,0.21352313167259787,0.23846495836289122
37,DRpre,A,M,132,0.4697508896797153,0.43383230313343224
38,DRpre,A,V,89,0.3167259786476868,0.32770273850367654
39,DRpre,M,A,92,0.14626391096979333,0.19699090393822613
40,DRpre,M,M,343,0.5453100158982512,0.4841978445192651
41,DRpre,M,V,194,0.30842607313195547,0.3188112515425087
42,DRpre,V,A,67,0.1425531914893617,0.19234878291516047
43,DRpre,V,M,197,0.41914893617021276,0.4195368237323522
44,DRpre,V,V,206,0.43829787234042555,0.3881143933524874
45,DRpre,A,A,62,0.2206405693950178,0.2568995311163568
46,DRpre,A,M,140,0.498220640569395,0.4391069185889468
47,DRpre,A,V,79,0.28113879003558717,0.3039935502946964
48,DRpre,M,A,95,0.151033386327504,0.19233388928127193
49,DRpre,M,M,351,0.5580286168521462,0.49285522090111794
50,DRpre,M,V,183,0.29093799682034976,0.3148108898176102
51,DRpre,V,A,64,0.13617021276595745,0.19173673915586026
52,DRpre,V,M,225,0.4787234042553192,0.423900655841048
53,DRpre,V,V,181,0.3851063829787234,0.3843626050030918
54,DRpre,A,A,52,0.18505338078291814,0.21587403148385206
55,DRpre,A,M,129,0.45907473309608543,0.4443254274000048
56,DRpre,A,V,100,0.35587188612099646,0.33980054111614316
57,DRpre,M,A,93,0.1478537360890302,0.20221386948840014
58,DRpre,M,M,359,0.5707472178060413,0.48627993606837777
59,DRpre,M,V,177,0.28139904610492844,0.31150619444322214
60,DRpre,V,A,73,0.15531914893617021,0.20858707022041809
61,DRpre,V,M,231,0.49148936170212765,0.43100601940591005
62,DRpre,V,V,166,0.35319148936170214,0.3604069103736719
63,DRpre,A,A,53,0.18861209964412812,0.24744249337571642
64,DRpre,A,M,127,0.45195729537366547,0.40516295982378076
65,DRpre,A,V,101,0.3594306049822064,0.3473945468005028
66,DRpre,M,A,91,0.14467408585055644,0.18453411718257903
67,DRpre,M,M,350,0.5564387917329093,0.49071810298716273
68,DRpre,M,V,188,0.2988871224165342,0.3247477798302582
69,DRpre,V,A,80,0.1702127659574468,0.2085782648678167
70,DRpre,V,M,206,0.43829787234042555,0.41711930592245017
71,DRpre,V,V,184,0.39148936170212767,0.3743024292097331
72,DRpre,A,A,50,0.17793594306049823,0.2231067435823447
73,DRpre,A,M,132,0.4697508896797153,0.42044877246618484
74,DRpre,A,V,99,0.35231316725978645,0.3564444839514705
75,DRpre,M,A,86,0.13672496025437203,0.19175507340324752
76,DRpre,M,M,339,0.5389507154213037,0.48016116570017925
77,DRpre,M,V,204,0.32432432432432434,0.32808376089657326
78,DRpre,V,A,65,0.13829787234042554,0.21410765924580008
79,DRpre,V,M,230,0.48936170212765956,0.4288822213506363
80,DRpre,V,V,175,0.3723404255319149,0.35701011940356364
81,DRpre,A,A,50,0.17793594306049823,0.21736427313161052
82,DRpre,A,M,140,0.498220640569395,0.44108813368045247
83,DRpre,A,V,91,0.3238434163701068,0.34154759318793704
84,DRpre,M,A,87,0.1383147853736089,0.1891799282886546
85,DRpre,M,M,354,0.5627980922098569,0.48854667399429785
86,DRpre,M,V,188,0.2988871224165342,0.3222733977170475
87,DRpre,V,A,68,0.14468085106382977,0.20842344936516705
88,DRpre,V,M,199,0.42340425531914894,0.4068864918402706
89,DRpre,V,V,203,0.4319148936170213,0.3846900587945624
90,DRpre,A,A,55,0.19572953736654805,0.21596187306837714
91,DRpre,A,M,125,0.44483985765124556,0.44925500350780945
92,DRpre,A,V,101,0.3594306049822064,0.3347831234238134
93,DRpre,M,A,82,0.13036565977742448,0.20209531542333897
94,DRpre,M,M,353,0.56120826709062,0.48603322149690154
