,Group,Type,Neighborhood,count,prob,mean_dist
0,DRpre,A,A,43,0.1575091575091575,0.21585981593844258
1,DRpre,A,M,145,0.5311355311355311,0.4580846451977504
2,DRpre,A,V,85,0.31135531135531136,0.326055538863807
3,DRpre,M,A,85,0.13866231647634583,0.2022057866691242
4,DRpre,M,M,340,0.5546492659053833,0.47003904440826794
5,DRpre,M,V,188,0.3066884176182708,0.3277551689226079
6,DRpre,V,A,55,0.1160337552742616,0.19084370640571882
7,DRpre,V,M,208,0.4388185654008439,0.41388625064297124
8,DRpre,V,V,211,0.4451476793248945,0.39527004295130996
9,DRpre,A,A,43,0.1575091575091575,0.21779035694467933
10,DRpre,A,M,146,0.5347985347985348,0.44271732692713633
11,DRpre,A,V,84,0.3076923076923077,0.33949231612818437
12,DRpre,M,A,81,0.13213703099510604,0.19809379721270273
13,DRpre,M,M,338,0.5513866231647635,0.47673708364418416
14,DRpre,M,V,194,0.3164763458401305,0.3251691191431132
15,DRpre,V,A,66,0.13924050632911392,0.19536556516547857
16,DRpre,V,M,222,0.46835443037974683,0.4212148069313747
17,DRpre,V,V,186,0.3924050632911392,0.3834196279031468
18,DRpre,A,A,34,0.12454212454212454,0.20272281623621055
19,DRpre,A,M,153,0.5604395604395604,0.4634076744797352
20,DRpre,A,V,86,0.315018315018315,0.33386950928405423
21,DRpre,M,A,83,0.13539967373572595,0.2022367039020223
22,DRpre,M,M,339,0.5530179445350734,0.4722880570454146
23,DRpre,M,V,191,0.31158238172920066,0.32547523905256315
24,DRpre,V,A,56,0.11814345991561181,0.19721001843231534
25,DRpre,V,M,247,0.5210970464135021,0.4248508037545318
26,DRpre,V,V,171,0.36075949367088606,0.37793917781315284
27,DRpre,A,A,39,0.14285714285714285,0.22292716315080802
28,DRpre,A,M,158,0.5787545787545788,0.47415502631478934
29,DRpre,A,V,76,0.2783882783882784,0.3029178105344027
30,DRpre,M,A,94,0.1533442088091354,0.21185611201440188
31,DRpre,M,M,324,0.5285481239804242,0.4537984483715408
32,DRpre,M,V,195,0.3181076672104405,0.33434543961405727
33,DRpre,V,A,56,0.11814345991561181,0.1820647727111929
34,DRpre,V,M,224,0.47257383966244726,0.42866470875467394
35,DRpre,V,V,194,0.4092827004219409,0.3892705185341331
36,DRpre,A,A,40,0.14652014652014653,0.22278420271761581
37,DRpre,A,M,142,0.5201465201465202,0.4402875509687444
38,DRpre,A,V,91,0.3333333333333333,0.3369282463136398
39,DRpre,M,A,97,0.15823817292006526,0.2119792544067365
40,DRpre,M,M,316,0.5154975530179445,0.4569843620283257
41,DRpre,M,V,200,0.3262642740619902,0.3310363835649378
42,DRpre,V,A,56,0.11814345991561181,0.19561571509673992
43,DRpre,V,M,248,0.5232067510548524,0.4386678453702215
44,DRpre,V,V,170,0.35864978902953587,0.36571643953303856
45,DRpre,A,A,41,0.15018315018315018,0.21734203403219757
46,DRpre,A,M,148,0.5421245421245421,0.4584167146257042
47,DRpre,A,V,84,0.3076923076923077,0.3242412513420982
48,DRpre,M,A,75,0.12234910277324633,0.20368872606591268
49,DRpre,M,M,335,0.5464926590538336,0.45906850918444475
50,DRpre,M,V,203,0.33115823817292006,0.33724276474964265
51,DRpre,V,A,50,0.10548523206751055,0.1852838302898079
52,DRpre,V,M,235,0.4957805907172996,0.4396153223237763
53,DRpre,V,V,189,0.3987341772151899,0.3751008473864158
54,DRpre,A,A,47,0.17216117216117216,0.23055813744752565
55,DRpre,A,M,127,0.4652014652014652,0.4275128990085166
56,DRpre,A,V,99,0.3626373626373626,0.34192896354395774
57,DRpre,M,A,72,0.11745513866231648,0.18738084088325374
58,DRpre,M,M,352,0.5742251223491027,0.47728339213507437
59,DRpre,M,V,189,0.3083197389885807,0.33533576698167195
60,DRpre,V,A,67,0.14135021097046413,0.19841249282777867
61,DRpre,V,M,205,0.43248945147679324,0.4229567162898706
62,DRpre,V,V,202,0.42616033755274263,0.3786307908823508
63,DRpre,A,A,49,0.1794871794871795,0.22195387927372642
64,DRpre,A,M,129,0.4725274725274725,0.4249883912143221
65,DRpre,A,V,95,0.34798534798534797,0.35305772951195147
66,DRpre,M,A,77,0.12561174551386622,0.1847653517939659
67,DRpre,M,M,349,0.5693311582381729,0.48151938027653934
68,DRpre,M,V,187,0.30505709624796085,0.3337152679294948
69,DRpre,V,A,53,0.11181434599156118,0.1998124294554451
70,DRpre,V,M,234,0.4936708860759494,0.4206884200190452
71,DRpre,V,V,187,0.39451476793248946,0.37949915052550975
72,DRpre,A,A,47,0.17216117216117216,0.24178398823592004
73,DRpre,A,M,141,0.5164835164835165,0.43053699352869507
74,DRpre,A,V,85,0.31135531135531136,0.32767901823538487
75,DRpre,M,A,77,0.12561174551386622,0.18629930057953947
76,DRpre,M,M,348,0.567699836867863,0.48051613353399913
77,DRpre,M,V,188,0.3066884176182708,0.3331845658864614
78,DRpre,V,A,50,0.10548523206751055,0.18379335204965447
79,DRpre,V,M,214,0.45147679324894513,0.4196228371439141
80,DRpre,V,V,210,0.4430379746835443,0.39658381080643146
81,DRpre,A,A,38,0.1391941391941392,0.21027378574101438
82,DRpre,A,M,142,0.5201465201465202,0.4441746968826982
83,DRpre,A,V,93,0.34065934065934067,0.3455515173762875
84,DRpre,M,A,66,0.10766721044045677,0.1921047316272098
85,DRpre,M,M,365,0.5954323001631321,0.4850172704518222
86,DRpre,M,V,182,0.2969004893964111,0.322877997920968
87,DRpre,V,A,66,0.13924050632911392,0.2034288305788536
88,DRpre,V,M,225,0.47468354430379744,0.41780256785935443
89,DRpre,V,V,183,0.3860759493670886,0.37876860156179193
90,DRpre,A,A,34,0.12454212454212454,0.2067004897838815
91,DRpre,A,M,153,0.5604395604395604,0.4467419470288548
92,DRpre,A,V,86,0.315018315018315,0.3465575631872637
93,DRpre,M,A,68,0.11092985318107668,0.19648893961590352
94,DRpre,M,M,358,0.5840130505709625,0.4723306658638756
95,DRpre,M,V,187,0.30505709624796085,0.33118039452022086
96,DRpre,V,A,59,0.12447257383966245,0.19816307250371407
97,DRpre,V,M,242,0.510548523206751,0.42850853025003943
98,DRpre,V,V,173,0.3649789029535865,0.3733283972462465
99,DRpre,A,A,44,0.16117216117216118,0.21719864994439886
100,DRpre,A,M,149,0.5457875457875457,0.46446498990431395
101,DRpre,A,V,80,0.29304029304029305,0.3183363601512872
102,DRpre,M,A,84,0.1370309951060359,0.20294001602925787
103,DRpre,M,M,332,0.5415986949429038,0.4671417505738593
104,DRpre,M,V,197,0.32137030995106036,0.3299182333968828
105,DRpre,V,A,44,0.09282700421940929,0.1829657640118897
106,DRpre,V,M,241,0.5084388185654009,0.43146166045690854
107,DRpre,V,V,189,0.3987341772151899,0.3855725755312017
108,DRpre,A,A,31,0.11355311355311355,0.2055778155088397
109,DRpre,A,M,155,0.5677655677655677,0.47184545794820837
