,Group,Type,Neighborhood,count,prob,mean_dist
0,NRpre,A,A,125,0.23946360153256704,0.2731251763392023
1,NRpre,A,M,126,0.2413793103448276,0.2879148840846511
2,NRpre,A,V,271,0.5191570881226054,0.43895993957614654
3,NRpre,M,A,115,0.17345399698340874,0.22759774987134138
4,NRpre,M,M,171,0.2579185520361991,0.3000602944254249
5,NRpre,M,V,377,0.5686274509803921,0.4723419557032338
6,NRpre,V,A,176,0.1685823754789272,0.21863946986772861
7,NRpre,V,M,249,0.23850574712643677,0.2958263081158135
8,NRpre,V,V,619,0.592911877394636,0.4855342220164579
9,NRpre,A,A,124,0.23754789272030652,0.2665110907938084
10,NRpre,A,M,124,0.23754789272030652,0.2877043723023841
11,NRpre,A,V,274,0.524904214559387,0.44578453690380754
12,NRpre,M,A,116,0.17496229260935142,0.23178032587825773
13,NRpre,M,M,190,0.2865761689291101,0.3113500119705423
14,NRpre,M,V,357,0.5384615384615384,0.4568696621512
15,NRpre,V,A,161,0.15421455938697318,0.2190578133351461
16,NRpre,V,M,253,0.24233716475095785,0.2943768451994087
17,NRpre,V,V,630,0.603448275862069,0.48656534146544517
18,NRpre,A,A,141,0.27011494252873564,0.2652865859530234
19,NRpre,A,M,128,0.24521072796934865,0.3033483983754152
20,NRpre,A,V,253,0.4846743295019157,0.4313650156715613
21,NRpre,M,A,137,0.2066365007541478,0.24088171756161328
22,NRpre,M,M,134,0.20211161387631976,0.27534464136071984
23,NRpre,M,V,392,0.5912518853695324,0.48377364107766685
24,NRpre,V,A,166,0.15900383141762453,0.22212206821283464
25,NRpre,V,M,244,0.23371647509578544,0.29905206670561524
26,NRpre,V,V,634,0.60727969348659,0.4788258650815501
27,NRpre,A,A,118,0.2260536398467433,0.27393177465829427
28,NRpre,A,M,131,0.2509578544061303,0.3062352151470104
29,NRpre,A,V,273,0.5229885057471264,0.4198330101946954
30,NRpre,M,A,123,0.18552036199095023,0.23041736544832359
31,NRpre,M,M,158,0.2383107088989442,0.29675212808645746
32,NRpre,M,V,382,0.5761689291101055,0.47283050646521896
33,NRpre,V,A,171,0.16379310344827586,0.2042192641263079
34,NRpre,V,M,250,0.23946360153256704,0.3039217336752099
35,NRpre,V,V,623,0.5967432950191571,0.4918590021984821
36,NRpre,A,A,152,0.29118773946360155,0.2917938698090927
37,NRpre,A,M,115,0.22030651340996169,0.28680716991495614
38,NRpre,A,V,255,0.4885057471264368,0.42139896027595114
39,NRpre,M,A,106,0.15987933634992457,0.23423522337614655
40,NRpre,M,M,159,0.2398190045248869,0.28899068313136433
41,NRpre,M,V,398,0.6003016591251885,0.4767740934924891
42,NRpre,V,A,174,0.16666666666666666,0.21367862244359792
43,NRpre,V,M,264,0.25287356321839083,0.2941908714939817
44,NRpre,V,V,606,0.5804597701149425,0.49213050606242037
45,NRpre,A,A,110,0.210727969348659,0.2637806424159294
46,NRpre,A,M,131,0.2509578544061303,0.2924929964642551
47,NRpre,A,V,281,0.5383141762452107,0.4437263611198155
48,NRpre,M,A,107,0.16138763197586728,0.23255463692304498
49,NRpre,M,M,175,0.26395173453996984,0.29937970643393513
50,NRpre,M,V,381,0.5746606334841629,0.46806565664301986
51,NRpre,V,A,170,0.16283524904214558,0.22406157574908245
52,NRpre,V,M,265,0.25383141762452105,0.29737403581537336
53,NRpre,V,V,609,0.5833333333333334,0.47856438843554416
54,NRpre,A,A,112,0.21455938697318008,0.2610795325004827
55,NRpre,A,M,141,0.27011494252873564,0.3067190964219187
56,NRpre,A,V,269,0.5153256704980843,0.4322013710775986
57,NRpre,M,A,127,0.19155354449472098,0.24142409255903693
58,NRpre,M,M,183,0.27601809954751133,0.3038185194315671
59,NRpre,M,V,353,0.5324283559577677,0.4547573880093959
60,NRpre,V,A,157,0.1503831417624521,0.21835645353090383
61,NRpre,V,M,237,0.22701149425287356,0.2908823859239354
62,NRpre,V,V,650,0.6226053639846744,0.4907611605451607
63,NRpre,A,A,137,0.2624521072796935,0.2737123500073276
64,NRpre,A,M,118,0.2260536398467433,0.29560562948210894
65,NRpre,A,V,267,0.5114942528735632,0.43068202051056353
66,NRpre,M,A,120,0.18099547511312217,0.23175525096041136
67,NRpre,M,M,174,0.26244343891402716,0.2980984497019488
68,NRpre,M,V,369,0.5565610859728507,0.4701462993376398
69,NRpre,V,A,159,0.15229885057471265,0.21729466057488453
70,NRpre,V,M,235,0.22509578544061304,0.30155319213228526
71,NRpre,V,V,650,0.6226053639846744,0.4811521472928302
72,NRpre,A,A,104,0.19923371647509577,0.2604760963704737
73,NRpre,A,M,134,0.2567049808429119,0.30963731870433686
74,NRpre,A,V,284,0.5440613026819924,0.4298865849251895
75,NRpre,M,A,121,0.18250377073906485,0.23430107483777848
76,NRpre,M,M,136,0.20512820512820512,0.2809193172445548
77,NRpre,M,V,406,0.6123680241327301,0.4847796079176667
78,NRpre,V,A,174,0.16666666666666666,0.21781284955789823
79,NRpre,V,M,253,0.24233716475095785,0.3021917424260807
80,NRpre,V,V,617,0.5909961685823755,0.4799954080160211
81,NRpre,A,A,133,0.2547892720306513,0.27215245782109937
82,NRpre,A,M,142,0.2720306513409962,0.30964776629534496
83,NRpre,A,V,247,0.4731800766283525,0.41819977588355567
