,Group,Type,Area,Neighborhood,count,prob,mean_dist
0,NRpre,A,A/RL/AL,A,71,0.39226519337016574,0.3895054504948534
1,NRpre,A,A/RL/AL,M,47,0.2596685082872928,0.2606498161045983
2,NRpre,A,A/RL/AL,V,63,0.34806629834254144,0.34984473340054817
3,NRpre,A,AM/PM,A,15,0.1875,0.2175748399589831
4,NRpre,A,AM/PM,M,20,0.25,0.31061737765738184
5,NRpre,A,AM/PM,V,45,0.5625,0.471807782383635
6,NRpre,A,LM,A,16,0.5714285714285714,0.395045558168467
7,NRpre,A,LM,M,4,0.14285714285714285,0.31716842781038085
8,NRpre,A,LM,V,8,0.2857142857142857,0.2877860140211522
9,NRpre,A,V1,A,30,0.12875536480686695,0.18822686624705096
10,NRpre,A,V1,M,59,0.2532188841201717,0.29837729036665633
11,NRpre,A,V1,V,144,0.6180257510729614,0.5133958433862927
12,NRpre,M,A/RL/AL,A,53,0.40458015267175573,0.36448273733226577
13,NRpre,M,A/RL/AL,M,45,0.3435114503816794,0.30824071750634396
14,NRpre,M,A/RL/AL,V,33,0.25190839694656486,0.3272765451613903
15,NRpre,M,AM/PM,A,12,0.09523809523809523,0.1865429863024928
16,NRpre,M,AM/PM,M,26,0.20634920634920634,0.2712104309083129
17,NRpre,M,AM/PM,V,88,0.6984126984126984,0.5422465827891944
18,NRpre,M,LM,A,13,0.6190476190476191,0.4482989926106841
19,NRpre,M,LM,M,7,0.3333333333333333,0.3602828196780667
20,NRpre,M,LM,V,1,0.047619047619047616,0.1914181877112492
21,NRpre,M,V1,A,44,0.11428571428571428,0.1887571083112563
22,NRpre,M,V1,M,105,0.2727272727272727,0.305901318874996
23,NRpre,M,V1,V,236,0.612987012987013,0.5053415728137477
24,NRpre,V,A/RL/AL,A,69,0.47586206896551725,0.38968832925703556
25,NRpre,V,A/RL/AL,M,24,0.16551724137931034,0.260609515590971
26,NRpre,V,A/RL/AL,V,52,0.3586206896551724,0.3497021551519934
27,NRpre,V,AM/PM,A,21,0.0875,0.1499941429637695
28,NRpre,V,AM/PM,M,42,0.175,0.28951632385850345
29,NRpre,V,AM/PM,V,177,0.7375,0.560489533177727
30,NRpre,V,LM,A,8,0.47058823529411764,0.43998228058036337
31,NRpre,V,LM,M,2,0.11764705882352941,0.23228495343191724
32,NRpre,V,LM,V,7,0.4117647058823529,0.32773276598771933
33,NRpre,V,V1,A,66,0.102803738317757,0.18971801903638857
34,NRpre,V,V1,M,148,0.23052959501557632,0.29841719080769996
35,NRpre,V,V1,V,428,0.6666666666666666,0.5118647901559115
36,NRpre,A,A/RL/AL,A,84,0.45161290322580644,0.37762991180134514
37,NRpre,A,A/RL/AL,M,58,0.3118279569892473,0.32484354248205305
38,NRpre,A,A/RL/AL,V,44,0.23655913978494625,0.2975265457166018
39,NRpre,A,AM/PM,A,5,0.0641025641025641,0.1623270894528632
40,NRpre,A,AM/PM,M,16,0.20512820512820512,0.28904400538037894
41,NRpre,A,AM/PM,V,57,0.7307692307692307,0.5486289051667579
42,NRpre,A,LM,A,11,0.4583333333333333,0.3800214935461255
43,NRpre,A,LM,M,5,0.20833333333333334,0.2677342678187032
44,NRpre,A,LM,V,8,0.3333333333333333,0.35224423863517124
45,NRpre,A,V1,A,30,0.1282051282051282,0.2006275014219339
46,NRpre,A,V1,M,70,0.29914529914529914,0.29933220554892265
47,NRpre,A,V1,V,134,0.5726495726495726,0.5000402930291434
48,NRpre,M,A/RL/AL,A,67,0.5,0.4133496688369614
49,NRpre,M,A/RL/AL,M,37,0.27611940298507465,0.2990379562954281
50,NRpre,M,A/RL/AL,V,30,0.22388059701492538,0.28761237486761054
51,NRpre,M,AM/PM,A,13,0.104,0.1572165884559285
52,NRpre,M,AM/PM,M,30,0.24,0.29865048227404023
53,NRpre,M,AM/PM,V,82,0.656,0.5441329292700312
54,NRpre,M,LM,A,8,0.42105263157894735,0.36586780896852633
55,NRpre,M,LM,M,4,0.21052631578947367,0.22101955925180541
56,NRpre,M,LM,V,7,0.3684210526315789,0.4131126317796683
57,NRpre,M,V1,A,46,0.11948051948051948,0.1856394913185456
58,NRpre,M,V1,M,119,0.3090909090909091,0.3339435294100581
59,NRpre,M,V1,V,220,0.5714285714285714,0.48041697927139626
60,NRpre,V,A/RL/AL,A,65,0.4744525547445255,0.3968244005898189
61,NRpre,V,A/RL/AL,M,34,0.24817518248175183,0.2884534694053405
62,NRpre,V,A/RL/AL,V,38,0.2773722627737226,0.31472213000484056
63,NRpre,V,AM/PM,A,20,0.0823045267489712,0.16996883064915214
64,NRpre,V,AM/PM,M,52,0.2139917695473251,0.2943055449921086
65,NRpre,V,AM/PM,V,171,0.7037037037037037,0.5357256243587393
66,NRpre,V,LM,A,7,0.30434782608695654,0.35957919067720057
67,NRpre,V,LM,M,7,0.30434782608695654,0.2578219941068013
68,NRpre,V,LM,V,9,0.391304347826087,0.38259881521599814
69,NRpre,V,V1,A,58,0.0904836193447738,0.18543776800651157
70,NRpre,V,V1,M,164,0.25585023400936036,0.2977252729725036
71,NRpre,V,V1,V,419,0.6536661466458659,0.5168369590209848
72,NRpre,A,A/RL/AL,A,67,0.366120218579235,0.3634329571064083
73,NRpre,A,A/RL/AL,M,63,0.3442622950819672,0.33119927024181395
74,NRpre,A,A/RL/AL,V,53,0.2896174863387978,0.3053677726517777
75,NRpre,A,AM/PM,A,6,0.07894736842105263,0.17005470089398952
76,NRpre,A,AM/PM,M,18,0.23684210526315788,0.31105471521478034
77,NRpre,A,AM/PM,V,52,0.6842105263157895,0.5188905838912301
78,NRpre,A,LM,A,10,0.35714285714285715,0.3840782997428488
79,NRpre,A,LM,M,6,0.21428571428571427,0.2203222894869686
80,NRpre,A,LM,V,12,0.42857142857142855,0.39559941077018257
81,NRpre,A,V1,A,23,0.09787234042553192,0.17365995790356625
82,NRpre,A,V1,M,63,0.2680851063829787,0.3051168624335153
83,NRpre,A,V1,V,149,0.6340425531914894,0.5212231796629184
84,NRpre,M,A/RL/AL,A,65,0.4744525547445255,0.4089007510960493
85,NRpre,M,A/RL/AL,M,39,0.2846715328467153,0.31495897065989564
86,NRpre,M,A/RL/AL,V,33,0.24087591240875914,0.27614027824405507
87,NRpre,M,AM/PM,A,9,0.07086614173228346,0.17463723296628728
88,NRpre,M,AM/PM,M,24,0.1889763779527559,0.29327368515428476
89,NRpre,M,AM/PM,V,94,0.7401574803149606,0.5320890818794279
90,NRpre,M,LM,A,7,0.5,0.443757165525601
91,NRpre,M,LM,M,5,0.35714285714285715,0.2921494596263369
92,NRpre,M,LM,V,2,0.14285714285714285,0.264093374848062
93,NRpre,M,V1,A,48,0.12467532467532468,0.19586725703770694
94,NRpre,M,V1,M,113,0.2935064935064935,0.31767684742328445
95,NRpre,M,V1,V,224,0.5818181818181818,0.48645589553900853
96,NRpre,V,A/RL/AL,A,63,0.45985401459854014,0.3974728092452013
97,NRpre,V,A/RL/AL,M,39,0.2846715328467153,0.2996499211117766
98,NRpre,V,A/RL/AL,V,35,0.25547445255474455,0.3028772696430222
99,NRpre,V,AM/PM,A,19,0.07818930041152264,0.15314699142036756
100,NRpre,V,AM/PM,M,52,0.2139917695473251,0.2778350961728379
101,NRpre,V,AM/PM,V,172,0.7078189300411523,0.5690179124067946
102,NRpre,V,LM,A,12,0.5,0.4771387829012526
103,NRpre,V,LM,M,2,0.08333333333333333,0.17046349235966018
104,NRpre,V,LM,V,10,0.4166666666666667,0.3523977247390872
105,NRpre,V,V1,A,73,0.1140625,0.18995165552452245
106,NRpre,V,V1,M,156,0.24375,0.2926288625300918
107,NRpre,V,V1,V,411,0.6421875,0.5174194819453858
108,NRpre,A,A/RL/AL,A,85,0.45698924731182794,0.3935008016677888
109,NRpre,A,A/RL/AL,M,46,0.24731182795698925,0.2770773505674853
110,NRpre,A,A/RL/AL,V,55,0.2956989247311828,0.3294218477647259
111,NRpre,A,AM/PM,A,9,0.11688311688311688,0.15950552631652212
112,NRpre,A,AM/PM,M,17,0.22077922077922077,0.3206685356468703
113,NRpre,A,AM/PM,V,51,0.6623376623376623,0.5198259380366075
114,NRpre,A,LM,A,8,0.3333333333333333,0.3462992722854887
115,NRpre,A,LM,M,12,0.5,0.43209873241812846
116,NRpre,A,LM,V,4,0.16666666666666666,0.2216019952963829
117,NRpre,A,V1,A,20,0.0851063829787234,0.17296666188160637
118,NRpre,A,V1,M,68,0.28936170212765955,0.3161988908307216
119,NRpre,A,V1,V,147,0.625531914893617,0.510834447287672
120,NRpre,M,A/RL/AL,A,62,0.4881889763779528,0.4035712898704393
121,NRpre,M,A/RL/AL,M,37,0.29133858267716534,0.27912581896587124
122,NRpre,M,A/RL/AL,V,28,0.2204724409448819,0.31730289116368954
123,NRpre,M,AM/PM,A,11,0.08870967741935484,0.20082630438738344
124,NRpre,M,AM/PM,M,32,0.25806451612903225,0.27992044665379406
125,NRpre,M,AM/PM,V,81,0.6532258064516129,0.5192532489588225
126,NRpre,M,LM,A,7,0.2692307692307692,0.36153774090687363
127,NRpre,M,LM,M,14,0.5384615384615384,0.422939744468738
128,NRpre,M,LM,V,5,0.19230769230769232,0.21552251462438832
129,NRpre,M,V1,A,40,0.10362694300518134,0.18594444958696563
130,NRpre,M,V1,M,123,0.31865284974093266,0.32986312485614955
131,NRpre,M,V1,V,223,0.5777202072538861,0.48419242555688485
132,NRpre,V,A/RL/AL,A,74,0.5138888888888888,0.41723358805021055
133,NRpre,V,A/RL/AL,M,34,0.2361111111111111,0.26865147135963824
134,NRpre,V,A/RL/AL,V,36,0.25,0.3141149405901512
135,NRpre,V,AM/PM,A,14,0.05714285714285714,0.15624865773872723
136,NRpre,V,AM/PM,M,43,0.17551020408163265,0.26281865979510916
137,NRpre,V,AM/PM,V,188,0.7673469387755102,0.5809326824661636
138,NRpre,V,LM,A,5,0.3125,0.31830290330007355
139,NRpre,V,LM,M,10,0.625,0.46579486427114714
140,NRpre,V,LM,V,1,0.0625,0.2159022324287793
141,NRpre,V,V1,A,59,0.09233176838810642,0.18677867044849775
142,NRpre,V,V1,M,148,0.23161189358372458,0.2824093792511487
143,NRpre,V,V1,V,432,0.676056338028169,0.5308119503003536
144,NRpre,A,A/RL/AL,A,67,0.3850574712643678,0.38015464086017314
145,NRpre,A,A/RL/AL,M,51,0.29310344827586204,0.29321261403884885
146,NRpre,A,A/RL/AL,V,56,0.3218390804597701,0.32663274510097795
147,NRpre,A,AM/PM,A,9,0.10975609756097561,0.19804141924406146
148,NRpre,A,AM/PM,M,25,0.3048780487804878,0.31087678750565495
149,NRpre,A,AM/PM,V,48,0.5853658536585366,0.49108179325028356
150,NRpre,A,LM,A,19,0.5757575757575758,0.4642218557061614
151,NRpre,A,LM,M,6,0.18181818181818182,0.22492075199537276
152,NRpre,A,LM,V,8,0.24242424242424243,0.31085739229846576
153,NRpre,A,V1,A,13,0.055793991416309016,0.16893764185569182
154,NRpre,A,V1,M,54,0.2317596566523605,0.2980792439983185
155,NRpre,A,V1,V,166,0.7124463519313304,0.5329831141459898
156,NRpre,M,A/RL/AL,A,52,0.37681159420289856,0.3529157102980237
157,NRpre,M,A/RL/AL,M,43,0.3115942028985507,0.3131768772617503
158,NRpre,M,A/RL/AL,V,43,0.3115942028985507,0.333907412440226
159,NRpre,M,AM/PM,A,18,0.14516129032258066,0.21102134260301428
160,NRpre,M,AM/PM,M,27,0.21774193548387097,0.2650128816398071
161,NRpre,M,AM/PM,V,79,0.6370967741935484,0.5239657757571786
162,NRpre,M,LM,A,7,0.4666666666666667,0.4712121531598329
163,NRpre,M,LM,M,5,0.3333333333333333,0.2615884809824196
164,NRpre,M,LM,V,3,0.2,0.26719936585774745
165,NRpre,M,V1,A,35,0.09067357512953368,0.18286437511505055
166,NRpre,M,V1,M,112,0.29015544041450775,0.31990993289149133
167,NRpre,M,V1,V,239,0.6191709844559585,0.49722569199345806
168,NRpre,V,A/RL/AL,A,60,0.41379310344827586,0.38229456928365124
169,NRpre,V,A/RL/AL,M,42,0.2896551724137931,0.305179800955015
170,NRpre,V,A/RL/AL,V,43,0.296551724137931,0.31252562976133375
171,NRpre,V,AM/PM,A,18,0.075,0.17207770475674883
172,NRpre,V,AM/PM,M,47,0.19583333333333333,0.2739854319232015
173,NRpre,V,AM/PM,V,175,0.7291666666666666,0.5539368633200497
174,NRpre,V,LM,A,14,0.7777777777777778,0.5397760238747723
175,NRpre,V,LM,M,1,0.05555555555555555,0.17566081061466013
176,NRpre,V,LM,V,3,0.16666666666666666,0.2845631655105676
177,NRpre,V,V1,A,55,0.08580343213728549,0.19145127593609537
178,NRpre,V,V1,M,172,0.26833073322932915,0.3066807443273157
179,NRpre,V,V1,V,414,0.6458658346333853,0.5018679797365889
180,NRpre,A,A/RL/AL,A,78,0.4406779661016949,0.38191100125734834
181,NRpre,A,A/RL/AL,M,42,0.23728813559322035,0.2871399846542086
182,NRpre,A,A/RL/AL,V,57,0.3220338983050847,0.330949014088443
183,NRpre,A,AM/PM,A,14,0.17721518987341772,0.21484418973765082
184,NRpre,A,AM/PM,M,15,0.189873417721519,0.2872034570209108
185,NRpre,A,AM/PM,V,50,0.6329113924050633,0.49795235324143833
186,NRpre,A,LM,A,11,0.3548387096774194,0.38752587234244273
187,NRpre,A,LM,M,14,0.45161290322580644,0.38365259133322555
188,NRpre,A,LM,V,6,0.1935483870967742,0.2288215363243317
189,NRpre,A,V1,A,14,0.059574468085106386,0.15819064557045268
190,NRpre,A,V1,M,60,0.2553191489361702,0.30269063020525944
191,NRpre,A,V1,V,161,0.6851063829787234,0.5391187242242879
192,NRpre,M,A/RL/AL,A,48,0.37209302325581395,0.36561713413603525
193,NRpre,M,A/RL/AL,M,36,0.27906976744186046,0.29999793895715604
194,NRpre,M,A/RL/AL,V,45,0.3488372093023256,0.3343849269068087
195,NRpre,M,AM/PM,A,13,0.10236220472440945,0.18755914203332405
196,NRpre,M,AM/PM,M,24,0.1889763779527559,0.28549054396590645
197,NRpre,M,AM/PM,V,90,0.7086614173228346,0.5269503140007695
198,NRpre,M,LM,A,12,0.5217391304347826,0.4670303928392866
199,NRpre,M,LM,M,5,0.21739130434782608,0.303859855654383
200,NRpre,M,LM,V,6,0.2608695652173913,0.2291097515063304
201,NRpre,M,V1,A,44,0.11458333333333333,0.19197599244102007
202,NRpre,M,V1,M,102,0.265625,0.31205639259989454
203,NRpre,M,V1,V,238,0.6197916666666666,0.4959676149590854
204,NRpre,V,A/RL/AL,A,62,0.4105960264900662,0.3588447266009244
205,NRpre,V,A/RL/AL,M,37,0.24503311258278146,0.30551882903676303
206,NRpre,V,A/RL/AL,V,52,0.3443708609271523,0.33563644436231255
207,NRpre,V,AM/PM,A,29,0.12083333333333333,0.18042011641244243
208,NRpre,V,AM/PM,M,59,0.24583333333333332,0.29397993874805073
209,NRpre,V,AM/PM,V,152,0.6333333333333333,0.5255999448395069
210,NRpre,V,LM,A,7,0.5833333333333334,0.463114064488028
211,NRpre,V,LM,M,5,0.4166666666666667,0.37770719034958905
212,NRpre,V,LM,V,0,0.0,0.159178745162383
213,NRpre,V,V1,A,66,0.1029641185647426,0.18780562449582702
214,NRpre,V,V1,M,155,0.24180967238689546,0.2868475069885634
215,NRpre,V,V1,V,420,0.6552262090483619,0.5253468685156095
216,NRpre,A,A/RL/AL,A,68,0.37362637362637363,0.3755581354833896
217,NRpre,A,A/RL/AL,M,54,0.2967032967032967,0.2950909015999201
218,NRpre,A,A/RL/AL,V,60,0.32967032967032966,0.32935096291669025
219,NRpre,A,AM/PM,A,6,0.07692307692307693,0.1683378315124249
220,NRpre,A,AM/PM,M,15,0.19230769230769232,0.2811230630325963
